-0,19	-0,118
-0,18	-0,113
-0,17	-0,115
-0,16	-0,106
-0,15	-0,075
-0,14	-0,050
-0,13	-0,072
-0,12	-0,068
-0,11	-0,034
-0,1	-0,014
-0,09	-0,007
-0,08	0,000
-0,07	0,082
-0,06	0,181
-0,05	0,169
-0,04	0,073
-0,03	-0,053
-0,02	-0,023
-0,01	-0,124
0	-0,088
0,01	-0,126
0,02	-0,039
0,03	-0,018
0,04	-0,053
0,05	0,067
0,06	0,047
0,07	-0,022
0,08	-0,009
0,09	-0,039
0,1	-0,146
0,11	-0,093
0,12	-0,099
0,13	-0,099
0,14	-0,106
0,15	-0,112
0,16	-0,096
0,17	-0,120
0,18	-0,143
0,19	-0,155
