-0,1	0,151
-0,09	0,139
-0,08	0,138
-0,07	0,149
-0,06	0,157
-0,05	0,160
-0,04	0,152
-0,03	0,136
-0,02	0,127
-0,01	0,131
0,00	0,131
0,01	0,154
0,02	0,145
0,03	0,135
0,04	0,149
0,05	0,149
0,06	0,162
0,07	0,161
0,08	0,154
0,09	0,159
0,10	0,159
0,11	0,161
0,12	0,157
0,13	0,152
0,14	0,152
0,15	0,152
0,16	0,152
0,17	0,150
0,18	0,144
0,19	0,145
0,20	0,150
0,21	0,151
0,22	0,148
0,23	0,140
0,24	0,148
0,25	0,143
0,26	0,146
0,27	0,149
0,28	0,154
0,29	0,156
0,30	0,157
0,31	0,156
0,32	0,152
0,33	0,157
0,34	0,142
0,35	0,152
0,36	0,161
0,37	0,136
0,38	0,156
0,39	0,150
0,40	0,148
0,41	0,127
0,42	0,139
0,43	0,141
0,44	0,153
0,45	0,153
0,46	0,160
0,47	0,146
0,48	0,147
0,49	0,160
