6000.000000	11.290359 
5998.000000	11.301040 
5996.000000	11.307144 
5994.000000	11.321258 
5992.000000	11.344146 
5990.000000	11.367034 
5988.000000	11.381912 
5986.000000	11.388015 
5984.000000	11.407852 
5982.000000	11.425399 
5980.000000	11.436080 
5978.000000	11.458587 
5976.000000	11.482238 
5974.000000	11.496353 
5972.000000	11.505126 
5970.000000	11.518478 
5968.000000	11.532211 
5966.000000	11.547088 
5964.000000	11.565780 
5962.000000	11.586380 
5960.000000	11.595916 
5958.000000	11.612701 
5956.000000	11.622238 
5954.000000	11.627960 
5952.000000	11.636734 
5950.000000	11.657714 
5948.000000	11.681365 
5946.000000	11.691284 
5944.000000	11.703491 
5942.000000	11.721038 
5940.000000	11.734390 
5938.000000	11.758041 
5936.000000	11.782073 
5934.000000	11.795806 
5932.000000	11.803817 
5930.000000	11.816787 
5928.000000	11.827850 
5926.000000	11.834335 
5924.000000	11.839675 
5922.000000	11.856842 
5920.000000	11.875534 
5918.000000	11.888122 
5916.000000	11.907196 
5914.000000	11.926269 
5912.000000	11.944198 
5910.000000	11.955642 
5908.000000	11.967849 
5906.000000	11.986160 
5904.000000	11.998367 
5902.000000	12.008666 
5900.000000	12.023925 
5898.000000	12.041473 
5896.000000	12.060165 
5894.000000	12.070083 
5892.000000	12.080001 
5890.000000	12.092590 
5888.000000	12.109375 
5886.000000	12.129211 
5884.000000	12.148666 
5882.000000	12.159347 
5880.000000	12.166213 
5878.000000	12.173843 
5876.000000	12.186431 
5874.000000	12.203979 
5872.000000	12.221527 
5870.000000	12.232208 
5868.000000	12.245178 
5866.000000	12.261962 
5864.000000	12.270736 
5862.000000	12.286376 
5860.000000	12.307739 
5858.000000	12.320709 
5856.000000	12.332153 
5854.000000	12.350082 
5852.000000	12.361145 
5850.000000	12.377548 
5848.000000	12.395477 
5846.000000	12.418746 
5844.000000	12.435150 
5842.000000	12.438964 
5840.000000	12.452316 
5838.000000	12.475585 
5836.000000	12.481689 
5834.000000	12.493133 
5832.000000	12.514114 
5830.000000	12.543869 
5828.000000	12.565994 
5826.000000	12.580108 
5824.000000	12.590026 
5822.000000	12.602996 
5820.000000	12.619400 
5818.000000	12.631225 
5816.000000	12.645721 
5814.000000	12.662506 
5812.000000	12.674331 
5810.000000	12.688446 
5808.000000	12.705993 
5806.000000	12.722396 
5804.000000	12.734222 
5802.000000	12.734603 
5800.000000	12.742233 
5798.000000	12.756729 
5796.000000	12.779998 
5794.000000	12.809753 
5792.000000	12.830352 
5790.000000	12.841033 
5788.000000	12.847137 
5786.000000	12.856674 
5784.000000	12.869262 
5782.000000	12.879180 
5780.000000	12.891387 
5778.000000	12.909698 
5776.000000	12.935256 
5774.000000	12.957382 
5772.000000	12.965011 
5770.000000	12.968444 
5768.000000	12.985992 
5766.000000	13.003158 
5764.000000	13.014602 
5762.000000	13.033676 
5760.000000	13.050842 
5758.000000	13.067245 
5756.000000	13.085556 
5754.000000	13.102722 
5752.000000	13.122940 
5750.000000	13.138580 
5748.000000	13.146591 
5746.000000	13.157272 
5744.000000	13.169860 
5742.000000	13.187026 
5740.000000	13.201141 
5738.000000	13.211059 
5736.000000	13.222885 
5734.000000	13.251113 
5732.000000	13.265991 
5730.000000	13.270568 
5728.000000	13.283920 
5726.000000	13.299179 
5724.000000	13.309860 
5722.000000	13.321304 
5720.000000	13.343429 
5718.000000	13.374328 
5716.000000	13.388061 
5714.000000	13.391113 
5712.000000	13.402175 
5710.000000	13.418579 
5708.000000	13.433456 
5706.000000	13.450622 
5704.000000	13.475036 
5702.000000	13.497161 
5700.000000	13.508605 
5698.000000	13.512039 
5696.000000	13.520812 
5694.000000	13.539505 
5692.000000	13.555145 
5690.000000	13.571166 
5688.000000	13.594436 
5686.000000	13.605880 
5684.000000	13.617324 
5682.000000	13.632965 
5680.000000	13.655471 
5678.000000	13.678741 
5676.000000	13.689041 
5674.000000	13.699340 
5672.000000	13.718032 
5670.000000	13.739776 
5668.000000	13.756179 
5666.000000	13.766479 
5664.000000	13.763046 
5662.000000	13.770675 
5660.000000	13.803863 
5658.000000	13.834381 
5656.000000	13.846969 
5654.000000	13.854980 
5652.000000	13.874053 
5650.000000	13.892364 
5648.000000	13.903045 
5646.000000	13.915634 
5644.000000	13.931655 
5642.000000	13.947677 
5640.000000	13.961029 
5638.000000	13.975524 
5636.000000	13.986968 
5634.000000	14.004898 
5632.000000	14.025115 
5630.000000	14.048385 
5628.000000	14.068222 
5626.000000	14.086914 
5624.000000	14.093399 
5622.000000	14.104080 
5620.000000	14.130401 
5618.000000	14.152145 
5616.000000	14.152145 
5614.000000	14.162445 
5612.000000	14.184570 
5610.000000	14.208984 
5608.000000	14.226913 
5606.000000	14.234161 
5604.000000	14.233779 
5602.000000	14.241027 
5600.000000	14.261627 
5598.000000	14.280700 
5596.000000	14.297866 
5594.000000	14.331817 
5592.000000	14.366149 
5590.000000	14.386367 
5588.000000	14.400100 
5586.000000	14.414215 
5584.000000	14.424896 
5582.000000	14.424514 
5580.000000	14.433670 
5578.000000	14.449310 
5576.000000	14.454650 
